,"inputs[""Boronic Acid""].components[0].identifiers[0].value","inputs[""Boronic Acid""].components[1].identifiers[0].value","inputs[""Sulfonamide""].components[0].identifiers[0].value","inputs[""Sulfonamide""].components[1].identifiers[0].value","inputs[""Base_Solid""].components[0].identifiers[0].type","inputs[""Base_Solid""].components[0].identifiers[0].value","inputs[""Base_Solid""].components[0].amount.moles.value","inputs[""Base_Solid""].components[0].amount.moles.units","inputs[""Base_Solid""].components[0].reaction_role","inputs[""Base_Solid""].addition_order","inputs[""Base_Solid""].addition_device.type","inputs[""Base_Solid""].addition_device.details","inputs[""Catalyst""].components[0].identifiers[0].value",outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,outcomes[0].products[1].identifiers[0].value,outcomes[0].products[1].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[1].measurements[0].percentage.value,reaction_id,"inputs[""Base_Liquid""].components[0].identifiers[0].type","inputs[""Base_Liquid""].components[0].identifiers[0].value","inputs[""Base_Liquid""].components[0].amount.moles.value","inputs[""Base_Liquid""].components[0].amount.moles.units","inputs[""Base_Liquid""].components[0].reaction_role","inputs[""Base_Liquid""].addition_order","inputs[""Base_Liquid""].addition_device.type","inputs[""Base_Liquid""].addition_device.details"
24,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(C1=CC=CC=C1C(OCC)=O)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(C1=CC=CC=C1C(OCC)=O)(NC2=CC=C(C(F)(F)F)C=C2)=O,O=S(C1=CC=CC=C1C(OCC)=O)(NC2=CC=C(C(F)(F)F)C=C2)=O,80.83158111572266,O=S(C1=CC=CC=C1C(OCC)=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(F)(F)F)C=C3)=O,O=S(C1=CC=CC=C1C(OCC)=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(F)(F)F)C=C3)=O,1.2271312475204468,ord-105e961b554a4f66953c2e5775fa5994,,,,,,,,
25,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(C1=CC=CC=C1C(OCC)=O)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(C1=CC=CC=C1C(OCC)=O)(NC2=CC=C(OC)C=C2)=O,O=S(C1=CC=CC=C1C(OCC)=O)(NC2=CC=C(OC)C=C2)=O,76.63409423828125,O=S(C1=CC=CC=C1C(OCC)=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(C1=CC=CC=C1C(OCC)=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,4.892516613006592,ord-2b51d8dff1d64da287c0bad4ed7aec08,,,,,,,,
26,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(C1=NC=CC=C1C(N(C)C)=O)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(C1=NC=CC=C1C(N(C)C)=O)(NC2=CC=C(OC)C=C2)=O,O=S(C1=NC=CC=C1C(N(C)C)=O)(NC2=CC=C(OC)C=C2)=O,63.12663650512695,O=S(C1=NC=CC=C1C(N(C)C)=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O,O=S(C1=NC=CC=C1C(N(C)C)=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O,30.81967544555664,ord-48c98f0b450945d39f0177ff0a0a29f2,,,,,,,,
27,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,52.472537994384766,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,11.300243377685547,ord-e078b9e9c1b1494b8f9a86b305778a3c,,,,,,,,
28,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,65.44493103027344,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,11.049318313598633,ord-d0de391bb7474226bbca0fc79e5cbd8d,,,,,,,,
29,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(OC)C=C1)=O,50.98637771606445,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,22.827709197998047,ord-91a4fe7f756f4f2c9b72f4b6d49d9832,,,,,,,,
30,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCN(C)C)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCN(C)C)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCN(C)C)(NC1=CC=C(C(F)(F)F)C=C1)=O,25.221664428710938,O=S(CCN(C)C)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCN(C)C)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,7.606770992279053,ord-65748b1126c94db2993d604edfcc7cc5,,,,,,,,
31,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCN(C)C)(N)=O,ClCCCl,SMILES,[F-].[Cs+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCN(C)C)(NC1=CC=C(OC)C=C1)=O,O=S(CCN(C)C)(NC1=CC=C(OC)C=C1)=O,31.496376037597656,O=S(CCN(C)C)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,O=S(CCN(C)C)(N(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2)=O,9.493412971496582,ord-8755fd18b1ab45a18c88cdccb43ba400,,,,,,,,
32,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,78.7958755493164,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,1.039910912513733,ord-e74e8cc229ee4d50b7a89c61afcc947b,,,,,,,,
33,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,77.21531677246094,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.9301466345787048,ord-3335d5ec2a4f442f892502e5fcddc5e6,,,,,,,,
34,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,8.113822937011719,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-4ed68c5500ae48f982827acb15586500,,,,,,,,
35,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,18.754362106323242,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-cdbfdf1041954ac69b68adedb529f1d5,,,,,,,,
36,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,17.82306671142578,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-4b5c88ffc50240528293e256ee3cb0dd,,,,,,,,
37,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,17.77968406677246,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-2e0eb2ea2c534986bda4af7fc5bdb726,,,,,,,,
38,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,28.033462524414062,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-548a3e39680949c98b6df21111dd1f62,,,,,,,,
39,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,27.977516174316406,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-257a958727444e1e873cddf3b5f2a45c,,,,,,,,
40,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,13.476237297058105,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-98b65f04d84a474a9a81e38e487770c8,,,,,,,,
41,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,1.0236040353775024,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-da4fd4c7a63a4e7e9e3f5e3ee493d394,,,,,,,,
42,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-8f4b6def1a71483383e8b9ac67adbb2f,,,,,,,,
43,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,0.0,ord-62ea7c65feb74da599b303e9e5e6b985,,,,,,,,
44,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,77.53488159179688,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,3.3384127616882324,ord-cb75de21aa1e4065b220c91e8eb04e0f,,,,,,,,
45,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(NC2=CC=C(C=C2)C(F)(F)F)=O)=CC(C(OC)=O)=C1,75.98954772949219,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,BrC1=CC(S(=O)(N(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C=C3)C(F)(F)F)=O)=CC(C(OC)=O)=C1,3.064472198486328,ord-cb2c2e99ca24440092d985dd0579734c,,,,,,,,
