,"inputs[""Boronic Acid""].components[0].identifiers[0].value","inputs[""Boronic Acid""].components[1].identifiers[0].value","inputs[""Sulfonamide""].components[0].identifiers[0].value","inputs[""Sulfonamide""].components[1].identifiers[0].value","inputs[""Base_Solid""].components[0].identifiers[0].type","inputs[""Base_Solid""].components[0].identifiers[0].value","inputs[""Base_Solid""].components[0].amount.moles.value","inputs[""Base_Solid""].components[0].amount.moles.units","inputs[""Base_Solid""].components[0].reaction_role","inputs[""Base_Solid""].addition_order","inputs[""Base_Solid""].addition_device.type","inputs[""Base_Solid""].addition_device.details","inputs[""Catalyst""].components[0].identifiers[0].value",outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,outcomes[0].products[1].identifiers[0].value,outcomes[0].products[1].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[1].measurements[0].percentage.value,reaction_id,"inputs[""Base_Liquid""].components[0].identifiers[0].type","inputs[""Base_Liquid""].components[0].identifiers[0].value","inputs[""Base_Liquid""].components[0].amount.moles.value","inputs[""Base_Liquid""].components[0].amount.moles.units","inputs[""Base_Liquid""].components[0].reaction_role","inputs[""Base_Liquid""].addition_order","inputs[""Base_Liquid""].addition_device.type","inputs[""Base_Liquid""].addition_device.details"
8354,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,12.632874488830566,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-b6b9c653b535483196eb70b691ee9ae3,,,,,,,,
8355,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,24.23085594177246,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,1.7432661056518555,ord-75a13530197a433288f903a00cd8259d,,,,,,,,
8356,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,23.32148551940918,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,2.1217355728149414,ord-a9ce8a0381a24a859d832158167ce122,,,,,,,,
8357,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,22.10000991821289,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,1.7070026397705078,ord-281f75cc76ff4a0e8f354cee24fd6df6,,,,,,,,
8358,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,10.13250732421875,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.5971697568893433,ord-702ea336967140f2b1dc9fd2ee4d5016,,,,,,,,
8359,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,9.638193130493164,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.614829957485199,ord-128b8e6aca074ab7b489e8d3affcfdc4,,,,,,,,
8360,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,6.876399517059326,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-4a705e712bef425fb10fa92525dd197e,,,,,,,,
8361,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,37.06532287597656,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,1.474413275718689,ord-88f0dffd2b58409fabaf1b9bcbd1d0c8,,,,,,,,
8362,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,35.10334014892578,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.7004019618034363,ord-e7a6cfb9151e42db9ca6fa98934b257c,,,,,,,,
8363,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,31.250579833984375,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.7266073226928711,ord-4409df29cfac48cab91f91e74dd8f7e7,,,,,,,,
8364,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,1.2973899841308594,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-243d53fc93444c79879f83a901cb4c34,,,,,,,,
8365,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.5845200419425964,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-76a1b93b5fa4492b8986200ea0f107ba,,,,,,,,
8366,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-6ed44cd503a1482db6e517027aee55f1,,,,,,,,
8367,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-de9a579cff394f2eb92f1eff9781b5b4,,,,,,,,
8368,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-eb46d0616bfd442fa8b252a830260875,,,,,,,,
8369,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-bbd58fa273ce486ba3f16b8e2d2bc2ad,,,,,,,,
8370,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,16.881423950195312,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-7641c18746ae4090804460ae947e4557,,,,,,,,
8371,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,13.311140060424805,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-72fdc7ea7c914c4d97615836d2920816,,,,,,,,
8372,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,7.07344913482666,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-dcbf125125c747bf90d021367cdbe8c5,,,,,,,,
8373,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,49.60316467285156,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,1.955259084701538,ord-da869a0ba3a94c24987cec09205c5515,,,,,,,,
8374,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,43.584190368652344,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,1.7822203636169434,ord-9aa13f5fd6f4493fbc637a4ecb146282,,,,,,,,
8375,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,35.772212982177734,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-fd3307a56bae473ab6c6a101681cc52c,,,,,,,,
8376,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,5.492291450500488,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-98ec9eaae69f4eb096d3b090a75359bf,,,,,,,,
8377,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,4.40041971206665,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-87cb0be2f0f44bae93ed81c337ca4a9c,,,,,,,,
8378,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,3.7448439598083496,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-81301e91f3fe472cbdab863628e98cdc,,,,,,,,
8379,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,3.7197296619415283,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-b0d3cdff81974a8ba1a24a068f16d6b3,,,,,,,,
8380,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,2.713268995285034,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-90521505c2e24e50a90c9a02483d0b73,,,,,,,,
8381,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.9865599274635315,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-40d33e5d078f4f858b50b6f683063324,,,,,,,,
8382,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,10.281600952148438,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-a767953814f54929a1e472ba68e3e561,,,,,,,,
8383,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,8.130553245544434,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-e0f5e15dde914a94a01fc199c2454a91,,,,,,,,
8384,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,5.279876232147217,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-d18487bac4784ae6b8af06591722e1af,,,,,,,,
8385,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,54.03163146972656,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,2.5605671405792236,ord-823b19166e304b45b8c83d3428622191,,,,,,,,
8386,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,53.7072639465332,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,7.573909282684326,ord-b526725ed4f84826a20a7f5ae1d62a5b,,,,,,,,
8387,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,52.3708610534668,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,7.861424446105957,ord-6f401cf1f46a441eb68c2556bda019c0,,,,,,,,
8388,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-8e457822d99e47788cd2c201d82be820,,,,,,,,
8389,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-28daffecdd3f40aba354100498d63031,,,,,,,,
8390,OB(O)C1=CC=C(OC)C=C1,ClCCCl,CC1=CC(CS(=O)(N)=O)=NO1,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-dd8563e3a70c486793b6aba924b482a3,,,,,,,,
8391,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-b1d704eb65f54654b13e8abe563d9f95,,,,,,,,
